tool	context	sample_size	rep	region	n_files	elapsed_sec	user_sec	sys_sec	max_rss_kb	exit_status
ballc	CHG	20	0092	chr14:83475221-83478226	20	1.78	1.32	0.44	35100	0
dmpp_list	CHG	20	0092	chr14:83475221-83478226	20	0.09	0.08	0.00	12320	0
dmpp_list	CHG	20	0093	chr20:55530845-55534227	20	0.08	0.07	0.01	14492	0
ballc	CHG	20	0093	chr20:55530845-55534227	20	1.77	1.28	0.47	35140	0
ballc	CHG	20	0094	chr5:68250344-68251453	20	1.79	1.30	0.47	35124	0
dmpp_list	CHG	20	0094	chr5:68250344-68251453	20	0.08	0.07	0.00	12440	0
dmpp_list	CHG	20	0095	chr19:53584341-53585579	20	0.09	0.07	0.01	12464	0
ballc	CHG	20	0095	chr19:53584341-53585579	20	1.76	1.27	0.47	35148	0
ballc	CHG	20	0096	chr4:46269607-46271784	20	1.76	1.29	0.45	35120	0
dmpp_list	CHG	20	0096	chr4:46269607-46271784	20	0.09	0.08	0.00	12316	0
dmpp_list	CHG	20	0097	chr7:32211625-32212362	20	0.09	0.08	0.00	14404	0
ballc	CHG	20	0097	chr7:32211625-32212362	20	1.78	1.28	0.48	35048	0
ballc	CHG	20	0098	chr18:1119195-1120276	20	1.78	1.29	0.48	35096	0
dmpp_list	CHG	20	0098	chr18:1119195-1120276	20	0.09	0.07	0.01	14408	0
dmpp_list	CHG	20	0099	chr10:44387560-44387653	20	0.08	0.07	0.01	14572	0
ballc	CHG	20	0099	chr10:44387560-44387653	20	1.77	1.31	0.44	35108	0
ballc	CHG	20	0100	chr1:236713100-236713431	20	1.78	1.27	0.49	35196	0
dmpp_list	CHG	20	0100	chr1:236713100-236713431	20	0.09	0.08	0.01	12548	0
dmpp_list	CHG	500	0001	chr18:60904687-60905329	500	10.42	2.06	0.11	13092	0
ballc	CHG	500	0001	chr18:60904687-60905329	500	48.98	36.60	11.51	35192	0
ballc	CHG	500	0002	chr7:129102492-129103257	500	51.64	37.32	12.25	35208	0
dmpp_list	CHG	500	0002	chr7:129102492-129103257	500	1.99	1.90	0.06	13328	0
dmpp_list	CHG	500	0003	chr10:80986092-80987802	500	6.98	2.03	0.09	13292	0
ballc	CHG	500	0003	chr10:80986092-80987802	500	50.80	37.43	11.43	35244	0
ballc	CHG	500	0004	chr7:73004751-73004968	500	49.95	36.88	11.10	35132	0
dmpp_list	CHG	500	0004	chr7:73004751-73004968	500	2.07	1.96	0.07	15080	0
dmpp_list	CHG	500	0005	chr19:54565849-54566796	500	5.12	1.93	0.10	15064	0
ballc	CHG	500	0005	chr19:54565849-54566796	500	47.92	36.56	10.98	35136	0
ballc	CHG	500	0006	chr9:100907369-100908413	500	48.42	36.82	11.19	35216	0
dmpp_list	CHG	500	0006	chr9:100907369-100908413	500	2.01	1.91	0.07	13088	0
dmpp_list	CHG	500	0007	chr6:62666358-62666693	500	2.14	2.03	0.07	15148	0
ballc	CHG	500	0007	chr6:62666358-62666693	500	48.75	36.73	11.25	35204	0
ballc	CHG	500	0008	chr8:4995081-4995181	500	49.63	36.73	11.18	35200	0
dmpp_list	CHG	500	0008	chr8:4995081-4995181	500	2.15	2.06	0.07	14912	0
dmpp_list	CHG	500	0009	chr5:2250505-2250695	500	2.04	1.93	0.07	13040	0
ballc	CHG	500	0009	chr5:2250505-2250695	500	49.00	36.56	10.97	35204	0
ballc	CHG	500	0010	chr11:92883107-92883298	500	49.41	36.89	10.81	35208	0
dmpp_list	CHG	500	0010	chr11:92883107-92883298	500	5.45	1.98	0.11	15128	0
dmpp_list	CHG	500	0011	chr11:25599990-25600068	500	5.04	2.03	0.09	15100	0
ballc	CHG	500	0011	chr11:25599990-25600068	500	48.96	36.85	10.52	35188	0
ballc	CHG	500	0012	chr11:58972007-58972930	500	49.11	36.53	10.67	35224	0
dmpp_list	CHG	500	0012	chr11:58972007-58972930	500	2.23	1.97	0.08	12960	0
dmpp_list	CHG	500	0013	chr8:10777349-10777787	500	2.13	2.03	0.07	13008	0
ballc	CHG	500	0013	chr8:10777349-10777787	500	48.15	36.61	10.58	35184	0
ballc	CHG	500	0014	chr5:135132025-135132550	500	49.34	36.63	10.56	35196	0
dmpp_list	CHG	500	0014	chr5:135132025-135132550	500	1.99	1.90	0.07	15132	0
dmpp_list	CHG	500	0015	chr22:45017786-45018409	500	4.93	1.97	0.08	13124	0
ballc	CHG	500	0015	chr22:45017786-45018409	500	49.38	36.70	10.89	35204	0
ballc	CHG	500	0016	chr14:25520941-25521563	500	49.39	36.49	10.45	35224	0
dmpp_list	CHG	500	0016	chr14:25520941-25521563	500	5.51	1.99	0.09	15008	0
dmpp_list	CHG	500	0017	chr5:175048343-175048570	500	1.99	1.89	0.07	15152	0
ballc	CHG	500	0017	chr5:175048343-175048570	500	49.70	36.64	10.62	35216	0
ballc	CHG	500	0018	chr3:34346374-34347822	500	48.39	36.21	10.49	35240	0
dmpp_list	CHG	500	0018	chr3:34346374-34347822	500	2.85	1.96	0.08	13056	0
dmpp_list	CHG	500	0019	chr16:27056092-27058943	500	5.22	1.98	0.09	15028	0
ballc	CHG	500	0019	chr16:27056092-27058943	500	47.82	36.28	10.15	35196	0
ballc	CHG	500	0020	chr21:46591012-46594063	500	47.75	35.39	10.25	35232	0
dmpp_list	CHG	500	0020	chr21:46591012-46594063	500	1.54	1.26	0.06	14832	0
dmpp_list	CHG	500	0021	chr3:140475747-140476554	500	4.57	2.00	0.08	14936	0
ballc	CHG	500	0021	chr3:140475747-140476554	500	46.92	35.41	10.34	35212	0
ballc	CHG	500	0022	chr1:221680909-221682657	500	47.84	35.21	10.29	35196	0
dmpp_list	CHG	500	0022	chr1:221680909-221682657	500	6.63	2.04	0.08	14652	0
dmpp_list	CHG	500	0023	chr16:26123069-26123622	500	2.46	1.99	0.08	14716	0
ballc	CHG	500	0023	chr16:26123069-26123622	500	47.76	35.39	10.12	35208	0
ballc	CHG	500	0024	chr14:85913918-85914615	500	47.00	35.16	10.48	35208	0
dmpp_list	CHG	500	0024	chr14:85913918-85914615	500	3.44	2.01	0.07	14832	0
dmpp_list	CHG	500	0025	chr2:65030383-65030570	500	4.28	1.96	0.08	15168	0
ballc	CHG	500	0025	chr2:65030383-65030570	500	47.30	35.15	10.38	35196	0
ballc	CHG	500	0026	chr11:79348942-79349508	500	47.69	35.14	10.32	35204	0
dmpp_list	CHG	500	0026	chr11:79348942-79349508	500	2.67	1.99	0.09	12920	0
dmpp_list	CHG	500	0027	chr20:26276905-26277145	500	4.54	2.02	0.09	15024	0
ballc	CHG	500	0027	chr20:26276905-26277145	500	45.96	34.91	10.33	35208	0
ballc	CHG	500	0028	chr6:65980861-65985996	500	48.25	35.19	10.60	35208	0
dmpp_list	CHG	500	0028	chr6:65980861-65985996	500	2.00	1.92	0.05	15068	0
dmpp_list	CHG	500	0029	chr12:118715386-118717440	500	3.87	2.00	0.08	14992	0
ballc	CHG	500	0029	chr12:118715386-118717440	500	47.07	35.17	10.37	35188	0
ballc	CHG	500	0030	chr7:67595333-67595734	500	47.14	35.30	10.38	35188	0
dmpp_list	CHG	500	0030	chr7:67595333-67595734	500	2.09	2.00	0.07	14584	0
dmpp_list	CHG	500	0031	chr11:57989487-57990002	500	1.99	1.91	0.06	15120	0
ballc	CHG	500	0031	chr11:57989487-57990002	500	46.70	34.99	10.01	35140	0
ballc	CHG	500	0032	chr19:23909741-23914442	500	46.97	35.43	10.10	35236	0
dmpp_list	CHG	500	0032	chr19:23909741-23914442	500	5.27	2.00	0.11	14804	0
dmpp_list	CHG	500	0033	chr11:127370712-127372744	500	2.11	2.00	0.07	15116	0
ballc	CHG	500	0033	chr11:127370712-127372744	500	46.97	35.42	10.09	35200	0
ballc	CHG	500	0034	chr2:40967444-40967745	500	46.97	35.23	10.27	35192	0
dmpp_list	CHG	500	0034	chr2:40967444-40967745	500	2.76	1.98	0.09	15048	0
dmpp_list	CHG	500	0035	chr10:3813894-3814451	500	2.12	1.92	0.09	15084	0
ballc	CHG	500	0035	chr10:3813894-3814451	500	47.16	35.03	10.17	35196	0
ballc	CHG	500	0036	chr15:98348879-98349258	500	47.27	35.24	10.34	35164	0
dmpp_list	CHG	500	0036	chr15:98348879-98349258	500	3.89	1.99	0.08	14832	0
dmpp_list	CHG	500	0037	chr4:2798992-2799189	500	3.38	2.03	0.09	12912	0
ballc	CHG	500	0037	chr4:2798992-2799189	500	47.38	35.18	10.20	35212	0
ballc	CHG	500	0038	chr7:147213115-147214169	500	47.11	34.98	10.31	35232	0
dmpp_list	CHG	500	0038	chr7:147213115-147214169	500	2.10	2.01	0.06	12572	0
dmpp_list	CHG	500	0039	chr11:132609364-132610559	500	2.00	1.90	0.07	14964	0
ballc	CHG	500	0039	chr11:132609364-132610559	500	45.32	34.80	10.19	35212	0
ballc	CHG	500	0040	chr18:53505240-53506718	500	44.03	33.61	10.11	35200	0
dmpp_list	CHG	500	0040	chr18:53505240-53506718	500	2.09	1.98	0.08	15164	0
dmpp_list	CHG	500	0041	chr7:142155340-142155941	500	2.09	1.98	0.08	14976	0
ballc	CHG	500	0041	chr7:142155340-142155941	500	44.59	33.72	10.58	35156	0
ballc	CHG	500	0042	chr8:93258272-93259554	500	43.87	33.19	10.34	35220	0
dmpp_list	CHG	500	0042	chr8:93258272-93259554	500	2.05	1.83	0.07	15152	0
dmpp_list	CHG	500	0043	chrX:56913054-56913738	500	2.07	1.84	0.09	15364	0
ballc	CHG	500	0043	chrX:56913054-56913738	500	43.43	33.17	9.95	35204	0
ballc	CHG	500	0044	chr6:124143967-124145005	500	44.08	33.70	10.04	35200	0
dmpp_list	CHG	500	0044	chr6:124143967-124145005	500	7.14	1.73	0.07	15096	0
dmpp_list	CHG	500	0045	chr12:57609991-57611227	500	1.76	1.67	0.07	15120	0
ballc	CHG	500	0045	chr12:57609991-57611227	500	43.96	33.55	10.12	35208	0
ballc	CHG	500	0046	chr5:16416167-16417731	500	43.71	33.23	10.18	35212	0
dmpp_list	CHG	500	0046	chr5:16416167-16417731	500	1.77	1.68	0.06	15108	0
dmpp_list	CHG	500	0047	chrX:33732914-33733256	500	1.81	1.70	0.07	15152	0
ballc	CHG	500	0047	chrX:33732914-33733256	500	43.91	33.62	10.02	35160	0
ballc	CHG	500	0048	chr20:7208269-7209333	500	43.84	33.39	10.18	35216	0
dmpp_list	CHG	500	0048	chr20:7208269-7209333	500	1.77	1.69	0.07	15380	0
dmpp_list	CHG	500	0049	chr2:236818024-236818461	500	1.76	1.66	0.08	15412	0
ballc	CHG	500	0049	chr2:236818024-236818461	500	43.79	33.49	10.02	35196	0
ballc	CHG	500	0050	chr13:55588098-55589591	500	43.67	33.44	9.96	35208	0
dmpp_list	CHG	500	0050	chr13:55588098-55589591	500	1.78	1.68	0.07	15160	0
dmpp_list	CHG	500	0051	chr4:72047673-72048201	500	1.78	1.69	0.06	15128	0
ballc	CHG	500	0051	chr4:72047673-72048201	500	43.67	33.09	10.30	35204	0
ballc	CHG	500	0052	chr5:15449680-15450643	500	43.34	32.93	10.01	35232	0
dmpp_list	CHG	500	0052	chr5:15449680-15450643	500	1.77	1.69	0.06	15124	0
dmpp_list	CHG	500	0053	chr8:11955567-11956074	500	1.76	1.67	0.07	15048	0
ballc	CHG	500	0053	chr8:11955567-11956074	500	43.50	33.08	10.13	35200	0
ballc	CHG	500	0054	chr10:123671691-123674480	500	43.69	33.21	10.18	35228	0
dmpp_list	CHG	500	0054	chr10:123671691-123674480	500	1.79	1.65	0.09	15068	0
dmpp_list	CHG	500	0055	chr18:70005736-70006080	500	1.78	1.68	0.07	15124	0
ballc	CHG	500	0055	chr18:70005736-70006080	500	43.49	32.82	10.33	35188	0
ballc	CHG	500	0056	chr6:126560209-126560748	500	43.44	32.74	10.43	35208	0
dmpp_list	CHG	500	0056	chr6:126560209-126560748	500	1.79	1.69	0.06	13100	0
dmpp_list	CHG	500	0057	chr6:168472624-168474551	500	1.60	1.47	0.08	13072	0
ballc	CHG	500	0057	chr6:168472624-168474551	500	43.78	33.17	10.31	35228	0
ballc	CHG	500	0058	chr8:3472697-3473159	500	43.69	33.04	10.37	35208	0
dmpp_list	CHG	500	0058	chr8:3472697-3473159	500	1.74	1.65	0.07	15112	0
dmpp_list	CHG	500	0059	chr19:28344343-28346016	500	1.77	1.67	0.07	13076	0
ballc	CHG	500	0059	chr19:28344343-28346016	500	44.10	33.58	10.23	35216	0
ballc	CHG	500	0060	chr9:20562981-20563797	500	43.84	33.31	10.23	35208	0
dmpp_list	CHG	500	0060	chr9:20562981-20563797	500	1.77	1.68	0.07	15084	0
dmpp_list	CHG	500	0061	chr8:136221145-136222235	500	1.77	1.67	0.08	13132	0
ballc	CHG	500	0061	chr8:136221145-136222235	500	46.95	34.99	11.66	35204	0
ballc	CHG	500	0062	chr12:5622945-5623319	500	47.23	34.58	12.36	35208	0
dmpp_list	CHG	500	0062	chr12:5622945-5623319	500	1.83	1.66	0.09	13092	0
dmpp_list	CHG	500	0063	chr4:19164070-19165278	500	1.83	1.66	0.08	13104	0
ballc	CHG	500	0063	chr4:19164070-19165278	500	46.74	34.41	12.02	35208	0
ballc	CHG	500	0064	chr9:9458902-9461863	500	45.30	33.82	11.15	35216	0
dmpp_list	CHG	500	0064	chr9:9458902-9461863	500	1.77	1.68	0.07	15332	0
dmpp_list	CHG	500	0065	chr7:126955811-126958406	500	1.79	1.70	0.06	15172	0
ballc	CHG	500	0065	chr7:126955811-126958406	500	44.12	33.70	10.08	35216	0
ballc	CHG	500	0066	chrX:130119041-130119207	500	42.68	32.29	10.08	35180	0
dmpp_list	CHG	500	0066	chrX:130119041-130119207	500	1.88	1.68	0.08	15116	0
dmpp_list	CHG	500	0067	chr7:27111485-27111903	500	1.88	1.66	0.09	15364	0
ballc	CHG	500	0067	chr7:27111485-27111903	500	44.00	33.60	10.08	35204	0
ballc	CHG	500	0068	chr1:73519185-73519932	500	43.79	33.34	10.15	35200	0
dmpp_list	CHG	500	0068	chr1:73519185-73519932	500	1.78	1.69	0.07	15364	0
dmpp_list	CHG	500	0069	chr18:50268597-50268728	500	1.76	1.68	0.06	15132	0
ballc	CHG	500	0069	chr18:50268597-50268728	500	43.77	33.31	10.16	35216	0
ballc	CHG	500	0070	chr6:51492948-51493393	500	44.06	33.33	10.44	35188	0
dmpp_list	CHG	500	0070	chr6:51492948-51493393	500	1.80	1.68	0.07	15120	0
dmpp_list	CHG	500	0071	chr6:50817231-50817460	500	1.89	1.67	0.08	15192	0
ballc	CHG	500	0071	chr6:50817231-50817460	500	43.28	32.82	10.18	35200	0
ballc	CHG	500	0072	chr18:5427768-5427951	500	44.03	33.15	10.60	35216	0
dmpp_list	CHG	500	0072	chr18:5427768-5427951	500	1.74	1.64	0.08	13084	0
dmpp_list	CHG	500	0073	chr7:53525475-53525834	500	1.77	1.68	0.07	13092	0
ballc	CHG	500	0073	chr7:53525475-53525834	500	44.29	33.23	10.78	35212	0
ballc	CHG	500	0074	chr20:61695399-61695722	500	44.13	33.50	10.33	35200	0
dmpp_list	CHG	500	0074	chr20:61695399-61695722	500	1.73	1.65	0.05	13012	0
dmpp_list	CHG	500	0075	chr10:18400909-18401323	500	1.78	1.69	0.06	13084	0
ballc	CHG	500	0075	chr10:18400909-18401323	500	43.52	32.57	10.68	35256	0
ballc	CHG	500	0076	chr12:123391597-123392259	500	43.34	32.35	10.71	35216	0
dmpp_list	CHG	500	0076	chr12:123391597-123392259	500	1.77	1.67	0.07	13064	0
dmpp_list	CHG	500	0077	chr13:110308769-110308902	500	1.76	1.66	0.07	13076	0
ballc	CHG	500	0077	chr13:110308769-110308902	500	44.37	33.56	10.53	35172	0
ballc	CHG	500	0078	chr4:44354342-44357413	500	43.63	32.90	10.45	35240	0
dmpp_list	CHG	500	0078	chr4:44354342-44357413	500	1.78	1.69	0.07	13328	0
dmpp_list	CHG	500	0079	chr2:48901985-48904986	500	1.78	1.68	0.07	13088	0
ballc	CHG	500	0079	chr2:48901985-48904986	500	43.59	33.07	10.26	35240	0
ballc	CHG	500	0080	chr13:82821299-82821513	500	43.66	33.18	10.20	35212	0
dmpp_list	CHG	500	0080	chr13:82821299-82821513	500	1.78	1.69	0.06	15112	0
dmpp_list	CHG	500	0081	chr6:7200983-7201712	500	1.78	1.68	0.07	13072	0
ballc	CHG	500	0081	chr6:7200983-7201712	500	43.93	33.32	10.33	35208	0
ballc	CHG	500	0082	chr16:35473551-35474428	500	43.50	32.82	10.40	35188	0
dmpp_list	CHG	500	0082	chr16:35473551-35474428	500	1.79	1.70	0.07	13132	0
dmpp_list	CHG	500	0083	chr1:13233364-13233554	500	1.76	1.67	0.06	13128	0
ballc	CHG	500	0083	chr1:13233364-13233554	500	42.63	32.12	10.24	35180	0
ballc	CHG	500	0084	chr12:53677129-53677640	500	43.52	32.78	10.45	35192	0
dmpp_list	CHG	500	0084	chr12:53677129-53677640	500	1.76	1.67	0.06	13096	0
dmpp_list	CHG	500	0085	chr7:153566888-153570225	500	1.92	1.68	0.06	13028	0
ballc	CHG	500	0085	chr7:153566888-153570225	500	44.07	33.57	10.23	35240	0
ballc	CHG	500	0086	chr12:11727290-11727741	500	44.02	33.24	10.51	35208	0
dmpp_list	CHG	500	0086	chr12:11727290-11727741	500	1.78	1.69	0.06	13072	0
dmpp_list	CHG	500	0087	chr13:107546191-107546670	500	1.77	1.67	0.07	13084	0
ballc	CHG	500	0087	chr13:107546191-107546670	500	44.30	33.72	10.30	35204	0
ballc	CHG	500	0088	chr8:72834326-72834875	500	43.90	33.03	10.60	35188	0
dmpp_list	CHG	500	0088	chr8:72834326-72834875	500	1.76	1.68	0.06	13068	0
dmpp_list	CHG	500	0089	chr17:56105181-56105412	500	1.76	1.68	0.06	13096	0
ballc	CHG	500	0089	chr17:56105181-56105412	500	43.32	32.25	10.55	35208	0
ballc	CHG	500	0090	chr7:52514751-52515858	500	43.83	33.04	10.51	35180	0
dmpp_list	CHG	500	0090	chr7:52514751-52515858	500	1.77	1.67	0.08	13392	0
dmpp_list	CHG	500	0091	chr18:25400148-25400486	500	1.78	1.67	0.07	13328	0
ballc	CHG	500	0091	chr18:25400148-25400486	500	43.61	32.60	10.73	35232	0
ballc	CHG	500	0092	chr14:83475221-83478226	500	43.93	33.21	10.45	35200	0
dmpp_list	CHG	500	0092	chr14:83475221-83478226	500	1.77	1.67	0.08	13348	0
dmpp_list	CHG	500	0093	chr20:55530845-55534227	500	1.76	1.67	0.07	13332	0
ballc	CHG	500	0093	chr20:55530845-55534227	500	43.93	32.98	10.67	35208	0
ballc	CHG	500	0094	chr5:68250344-68251453	500	43.40	32.59	10.53	35212	0
dmpp_list	CHG	500	0094	chr5:68250344-68251453	500	1.76	1.67	0.07	13076	0
dmpp_list	CHG	500	0095	chr19:53584341-53585579	500	1.75	1.65	0.08	13348	0
ballc	CHG	500	0095	chr19:53584341-53585579	500	43.86	33.08	10.50	35212	0
ballc	CHG	500	0096	chr4:46269607-46271784	500	43.87	33.08	10.49	35188	0
dmpp_list	CHG	500	0096	chr4:46269607-46271784	500	1.77	1.68	0.06	15112	0
dmpp_list	CHG	500	0097	chr7:32211625-32212362	500	1.76	1.68	0.06	15160	0
ballc	CHG	500	0097	chr7:32211625-32212362	500	43.28	32.77	10.21	35184	0
ballc	CHG	500	0098	chr18:1119195-1120276	500	43.45	32.90	10.26	35208	0
dmpp_list	CHG	500	0098	chr18:1119195-1120276	500	1.72	1.65	0.06	15132	0
dmpp_list	CHG	500	0099	chr10:44387560-44387653	500	1.77	1.68	0.07	15056	0
ballc	CHG	500	0099	chr10:44387560-44387653	500	42.86	32.34	10.25	35184	0
ballc	CHG	500	0100	chr1:236713100-236713431	500	41.77	31.62	9.88	35192	0
dmpp_list	CHG	500	0100	chr1:236713100-236713431	500	1.20	1.12	0.06	15200	0
dmpp_list	CHG	50	0001	chr18:60904687-60905329	50	0.95	0.18	0.02	13012	0
ballc	CHG	50	0001	chr18:60904687-60905329	50	5.27	3.40	1.08	35108	0
ballc	CHG	50	0002	chr7:129102492-129103257	50	4.63	3.49	1.07	35160	0
dmpp_list	CHG	50	0002	chr7:129102492-129103257	50	0.21	0.19	0.02	15112	0
dmpp_list	CHG	50	0003	chr10:80986092-80987802	50	0.54	0.20	0.01	14836	0
ballc	CHG	50	0003	chr10:80986092-80987802	50	5.03	3.45	1.15	35144	0
ballc	CHG	50	0004	chr7:73004751-73004968	50	4.80	3.38	1.21	35076	0
dmpp_list	CHG	50	0004	chr7:73004751-73004968	50	0.22	0.19	0.01	14996	0
dmpp_list	CHG	50	0005	chr19:54565849-54566796	50	0.39	0.20	0.01	12676	0
ballc	CHG	50	0005	chr19:54565849-54566796	50	4.59	3.38	1.17	35092	0
ballc	CHG	50	0006	chr9:100907369-100908413	50	4.91	3.49	1.16	35120	0
dmpp_list	CHG	50	0006	chr9:100907369-100908413	50	0.22	0.20	0.01	14460	0
dmpp_list	CHG	50	0007	chr6:62666358-62666693	50	0.22	0.21	0.01	12900	0
ballc	CHG	50	0007	chr6:62666358-62666693	50	4.82	3.46	1.17	35116	0
ballc	CHG	50	0008	chr8:4995081-4995181	50	4.95	3.46	1.19	35152	0
dmpp_list	CHG	50	0008	chr8:4995081-4995181	50	0.21	0.19	0.01	13000	0
dmpp_list	CHG	50	0009	chr5:2250505-2250695	50	0.21	0.19	0.01	13268	0
ballc	CHG	50	0009	chr5:2250505-2250695	50	4.74	3.50	1.08	35132	0
ballc	CHG	50	0010	chr11:92883107-92883298	50	5.02	3.52	1.19	35116	0
dmpp_list	CHG	50	0010	chr11:92883107-92883298	50	0.67	0.20	0.02	15080	0
dmpp_list	CHG	50	0011	chr11:25599990-25600068	50	0.56	0.19	0.02	13164	0
ballc	CHG	50	0011	chr11:25599990-25600068	50	5.07	3.45	1.25	35088	0
ballc	CHG	50	0012	chr11:58972007-58972930	50	4.93	3.42	1.23	35192	0
dmpp_list	CHG	50	0012	chr11:58972007-58972930	50	0.24	0.20	0.01	13064	0
dmpp_list	CHG	50	0013	chr8:10777349-10777787	50	0.21	0.19	0.01	12988	0
ballc	CHG	50	0013	chr8:10777349-10777787	50	4.97	3.45	1.21	35136	0
ballc	CHG	50	0014	chr5:135132025-135132550	50	4.94	3.43	1.25	35104	0
dmpp_list	CHG	50	0014	chr5:135132025-135132550	50	0.21	0.19	0.01	15056	0
dmpp_list	CHG	50	0015	chr22:45017786-45018409	50	0.56	0.19	0.02	14948	0
ballc	CHG	50	0015	chr22:45017786-45018409	50	5.26	3.46	1.55	35096	0
ballc	CHG	50	0016	chr14:25520941-25521563	50	5.62	3.50	1.24	35104	0
dmpp_list	CHG	50	0016	chr14:25520941-25521563	50	0.69	0.20	0.01	12908	0
dmpp_list	CHG	50	0017	chr5:175048343-175048570	50	0.21	0.19	0.01	12836	0
ballc	CHG	50	0017	chr5:175048343-175048570	50	4.89	3.46	1.15	35124	0
ballc	CHG	50	0018	chr3:34346374-34347822	50	5.02	3.50	1.21	35100	0
dmpp_list	CHG	50	0018	chr3:34346374-34347822	50	0.23	0.20	0.01	12896	0
dmpp_list	CHG	50	0019	chr16:27056092-27058943	50	0.45	0.19	0.02	12960	0
ballc	CHG	50	0019	chr16:27056092-27058943	50	5.02	3.44	1.19	35200	0
ballc	CHG	50	0020	chr21:46591012-46594063	50	4.79	3.48	1.18	35180	0
dmpp_list	CHG	50	0020	chr21:46591012-46594063	50	0.17	0.13	0.01	12384	0
dmpp_list	CHG	50	0021	chr3:140475747-140476554	50	0.43	0.20	0.02	13016	0
ballc	CHG	50	0021	chr3:140475747-140476554	50	5.02	3.48	1.18	35176	0
ballc	CHG	50	0022	chr1:221680909-221682657	50	5.03	3.41	1.16	35152	0
dmpp_list	CHG	50	0022	chr1:221680909-221682657	50	0.96	0.19	0.02	12772	0
dmpp_list	CHG	50	0023	chr16:26123069-26123622	50	0.22	0.19	0.02	12996	0
ballc	CHG	50	0023	chr16:26123069-26123622	50	4.79	3.29	1.18	35136	0
ballc	CHG	50	0024	chr14:85913918-85914615	50	4.84	3.22	1.19	35188	0
dmpp_list	CHG	50	0024	chr14:85913918-85914615	50	0.38	0.20	0.01	14536	0
dmpp_list	CHG	50	0025	chr2:65030383-65030570	50	0.39	0.20	0.01	14940	0
ballc	CHG	50	0025	chr2:65030383-65030570	50	4.76	3.27	1.13	35168	0
ballc	CHG	50	0026	chr11:79348942-79349508	50	4.77	3.27	1.18	35168	0
dmpp_list	CHG	50	0026	chr11:79348942-79349508	50	0.23	0.20	0.01	12608	0
dmpp_list	CHG	50	0027	chr20:26276905-26277145	50	0.52	0.19	0.02	14320	0
ballc	CHG	50	0027	chr20:26276905-26277145	50	4.78	3.36	1.13	35164	0
ballc	CHG	50	0028	chr6:65980861-65985996	50	4.74	3.34	1.15	35188	0
dmpp_list	CHG	50	0028	chr6:65980861-65985996	50	0.22	0.21	0.01	12740	0
dmpp_list	CHG	50	0029	chr12:118715386-118717440	50	0.32	0.20	0.01	12916	0
ballc	CHG	50	0029	chr12:118715386-118717440	50	4.79	3.36	1.13	35160	0
ballc	CHG	50	0030	chr7:67595333-67595734	50	4.77	3.32	1.16	35192	0
dmpp_list	CHG	50	0030	chr7:67595333-67595734	50	0.20	0.18	0.01	13084	0
dmpp_list	CHG	50	0031	chr11:57989487-57990002	50	0.22	0.19	0.02	14676	0
ballc	CHG	50	0031	chr11:57989487-57990002	50	4.81	3.29	1.18	35096	0
ballc	CHG	50	0032	chr19:23909741-23914442	50	4.69	3.34	1.16	35176	0
dmpp_list	CHG	50	0032	chr19:23909741-23914442	50	0.25	0.19	0.01	14956	0
dmpp_list	CHG	50	0033	chr11:127370712-127372744	50	0.24	0.20	0.01	12700	0
ballc	CHG	50	0033	chr11:127370712-127372744	50	4.90	3.32	1.16	35148	0
ballc	CHG	50	0034	chr2:40967444-40967745	50	4.81	3.34	1.12	35112	0
dmpp_list	CHG	50	0034	chr2:40967444-40967745	50	0.25	0.19	0.01	13020	0
dmpp_list	CHG	50	0035	chr10:3813894-3814451	50	0.22	0.20	0.01	14116	0
ballc	CHG	50	0035	chr10:3813894-3814451	50	4.77	3.29	1.15	35104	0
ballc	CHG	50	0036	chr15:98348879-98349258	50	4.77	3.26	1.15	35136	0
dmpp_list	CHG	50	0036	chr15:98348879-98349258	50	0.32	0.20	0.01	14748	0
dmpp_list	CHG	50	0037	chr4:2798992-2799189	50	0.22	0.20	0.02	12280	0
ballc	CHG	50	0037	chr4:2798992-2799189	50	4.75	3.28	1.15	35156	0
ballc	CHG	50	0038	chr7:147213115-147214169	50	4.74	3.25	1.16	35192	0
dmpp_list	CHG	50	0038	chr7:147213115-147214169	50	0.22	0.20	0.01	12868	0
dmpp_list	CHG	50	0039	chr11:132609364-132610559	50	0.20	0.18	0.01	12808	0
ballc	CHG	50	0039	chr11:132609364-132610559	50	4.71	3.25	1.12	35124	0
ballc	CHG	50	0040	chr18:53505240-53506718	50	4.77	3.21	1.15	35100	0
dmpp_list	CHG	50	0040	chr18:53505240-53506718	50	0.42	0.19	0.02	14872	0
dmpp_list	CHG	50	0041	chr7:142155340-142155941	50	0.21	0.20	0.01	12896	0
ballc	CHG	50	0041	chr7:142155340-142155941	50	4.37	3.17	1.16	35108	0
ballc	CHG	50	0042	chr8:93258272-93259554	50	4.71	3.26	1.10	35064	0
dmpp_list	CHG	50	0042	chr8:93258272-93259554	50	0.22	0.20	0.01	13188	0
dmpp_list	CHG	50	0043	chrX:56913054-56913738	50	0.21	0.20	0.01	13112	0
ballc	CHG	50	0043	chrX:56913054-56913738	50	4.82	3.23	1.12	35068	0
ballc	CHG	50	0044	chr6:124143967-124145005	50	4.66	3.24	1.11	35132	0
dmpp_list	CHG	50	0044	chr6:124143967-124145005	50	0.22	0.20	0.01	12472	0
